Index,Name,Ranking,Overview,School Type,Year Founded,Religious Affiliation,Academic Calendar,Setting,2019 Endowment,School Website
135,University of Dayton,#133,"University of Dayton is a private institution that was founded in 1850. It has a total undergraduate enrollment of 8,483, its setting is suburban, and the campus size is 373 acres. It utilizes a semester-based academic calendar. University of Dayton's ranking in the 2021 edition of Best Colleges is National Universities, #133. Its tuition and fees are $44,890. The University of Dayton is a private, Catholic school in Ohio located about an hour north of Cincinnati and about an hour west of the state capital of Columbus. Students at the University of Dayton can choose from more than 80 undergraduate majors and many graduate programs, including those in the schools of business administration, law, engineering and education. The university, also called UD, encourages its students to actively practice their faiths through liturgies, spiritual retreats and special programs such as PORCH (People of Respect, Compassion and Hope). Through the PORCH program, students gather in small groups and meet once a week to pray. Students can also get involved in more than 200 organizations and with the campus radio and television stations. Student athletes can play at the recreational level or try out for the numerous Dayton Flyers varsity teams, which compete in the NCAA Division I Atlantic 10 Conference. Notable UD alumni include Chuck Noll, the only NFL coach to win four Super Bowl titles, which he did in the 1970s with the Pittsburgh Steelers.","Private, Coed",1850,Roman Catholic,Semester,Suburban,$603.1 million +,http://www.udayton.edu
136,University of Kentucky,#133,"University of Kentucky is a public institution that was founded in 1865. It has a total undergraduate enrollment of 22,236, its setting is city, and the campus size is 814 acres. It utilizes a semester-based academic calendar. University of Kentucky's ranking in the 2021 edition of Best Colleges is National Universities, #133. Its in-state tuition and fees are $12,484; out-of-state tuition and fees are $31,294. The University of Kentucky is located in the city of Lexington, which is about 80 miles south of Cincinnati and 200 miles northeast of Nashville. The university offers many degrees, including about 120 master's programs, such as those in the Gatton College of Business and Economics, the College of Medicine and the College of Law. UK is also home to highly ranked graduate programs in the fields of health and public affairs. Students at UK can make the most of their studies by visiting the James W. Stuckert Career Center, which helps them find internships and jobs. Outside the classroom, University of Kentucky students can get involved by joining nearly 350 clubs, Greek life or the Kentucky Kernel student newspaper. Often called the ""Horse Capital of the World"" because of its race tracks and stables, Lexington can also be a source of fun for students, who can shop, golf, tour a museum, browse the farmers' market or spend a day at the horse track. Student athletes can get involved at the recreational level or try out for the many Kentucky Wildcats varsity teams, which compete in the NCAA Division I Southeastern Conference. Notable alumni include Senate Republican leader Mitch McConnell, who was voted to serve as president of the Student Bar Association while studying law at University of Kentucky.","Public, Coed",1865,None,Semester,City,$1.4 billion,http://www.uky.edu
137,University of Nebraska--Lincoln,#133,"University of Nebraska—Lincoln is a public institution that was founded in 1869. It has a total undergraduate enrollment of 20,478, its setting is city, and the campus size is 856 acres. It utilizes a semester-based academic calendar. University of Nebraska—Lincoln's ranking in the 2021 edition of Best Colleges is National Universities, #133. Its in-state tuition and fees are $9,690; out-of-state tuition and fees are $26,820. There are about 150 majors to choose from at the University of Nebraska—Lincoln, a large, public institution that is committed to research. All freshmen must live on the school’s campus in downtown Lincoln and can bring cars if they wish. There are more than 400 student organizations to check out, including a large Greek community with more than 40 fraternities and sororities. The UNL athletic squads, known as the Huskers, compete in the NCAA Division I Big Ten Conference. The University of Nebraska also offers a wide variety of graduate departments, including a College of Law, a College of Business Administration, a College of Engineering and a College of Education and Human Sciences. Notable alumni of the University of Nebraska—Lincoln include investor and philanthropist Warren Buffett and television talk show host Johnny Carson.","Public, Coed",1869,None,Semester,City,$1.3 billion +,http://www.unl.edu
138,University of Oklahoma,#133,"University of Oklahoma is a public institution that was founded in 1890. It has a total undergraduate enrollment of 21,768, its setting is city, and the campus size is 3,326 acres. It utilizes a semester-based academic calendar. University of Oklahoma's ranking in the 2021 edition of Best Colleges is National Universities, #133. Its in-state tuition and fees are $11,687; out-of-state tuition and fees are $27,068. The University of Oklahoma, known as OU for short, is a large, public research institution in Norman. The OU Sooners are traditionally dominant athletic squads that compete in the NCAA Division I Big 12 Conference, cheered on by the Sooner Schooner mascot, a replica of an old Conestoga covered wagon. About 25 percent of students opt to join the school's large Greek system, made up of more than 40 fraternities and sororities. In addition, there are more than 300 other student clubs and organizations. All freshmen are required to live on the school’s campus, which is also home to the National Weather Center. Undergraduates from any major program can apply to conduct research at the National Weather Center during the summer. There are many programs for graduate students, too, including those offered through the Michael F. Price College of Business, the College of Law,  College of Medicine and College of Engineering. OU also has a well-regarded physician assistant training program. Many notable athletes, including former football player and coach Darrell Royal and baseball player Greg Dobbs, have graduated from the University of Oklahoma, as did former U.S. House Majority Leader Dick Armey and actress and comedian Olivia Munn.","Public, Coed",1890,None,Semester,City,$65.7 million +,http://www.ou.edu
139,University of St. Thomas (MN),#133,"University of St. Thomas (MN) is a private institution that was founded in 1885. It has a total undergraduate enrollment of 6,402, its setting is urban, and the campus size is 78 acres. It utilizes a 4-1-4-based academic calendar. University of St. Thomas (MN)'s ranking in the 2021 edition of Best Colleges is National Universities, #133. Its tuition and fees are $45,780.","Private, Coed",1885,Roman Catholic,4-1-4,Urban,$481.8 million,http://www.stthomas.edu
140,University of the Pacific,#133,"University of the Pacific is a private institution that was founded in 1851. It has a total undergraduate enrollment of 3,640, its setting is city, and the campus size is 175 acres. It utilizes a semester-based academic calendar. University of the Pacific's ranking in the 2021 edition of Best Colleges is National Universities, #133. Its tuition and fees are $51,094. The University of the Pacific is a private university with a picturesque campus in Stockton, California, that has made its way into more than 15 movies, including ""All the King's Men,"" ""Porgy & Bess"" and ""Flubber."" Freshmen and sophomores must live on campus, unless they're commuting from a parent's home within 50 miles of school. Upperclassmen may live in residence halls, Greek houses or university apartments if they'd like, but they aren't required to. Greek life draws about 20 percent of the student body, and, in total, there are about 150 student organizations to consider joining. The Pacific Tigers sports teams compete in the NCAA Division I West Coast Conference. The school does not have a football team. Since Stockton is situated in the California Delta waterway, students are close to water sports options, including jet skiing, windsurfing and sailing. For road trips within California, Sacramento is 45 minutes away and San Francisco, Napa and San Jose are all within a 90-minute drive. In addition to its degree options for undergraduate students, the University of the Pacific has the McGeorge School of Law, the Eberhardt School of Business, a graduate school of education and more. Notable alumni of the University of the Pacific include billionaire Alex Spanos, owner of the San Diego Chargers football team, and baseball agent Scott Boras, who founded the sports agency Boras Corp.","Private, Coed",1851,None,Semester,City,$463.3 million +,http://www.pacific.edu
141,The Catholic University of America,#143,"The Catholic University of America is a private institution that was founded in 1887. It has a total undergraduate enrollment of 3,279, its setting is urban, and the campus size is 176 acres. It utilizes a semester-based academic calendar. The Catholic University of America's ranking in the 2021 edition of Best Colleges is National Universities, #143. Its tuition and fees are $49,416.","Private, Coed",1887,Roman Catholic,Semester,Urban,$269.9 million,https://www.catholic.edu/
142,Duquesne University,#143,"Duquesne University is a private institution that was founded in 1878. It has a total undergraduate enrollment of 5,839, its setting is urban, and the campus size is 48 acres. It utilizes a semester-based academic calendar. Duquesne University's ranking in the 2021 edition of Best Colleges is National Universities, #143. Its tuition and fees are $41,892.","Private, Coed",1878,Roman Catholic,Semester,Urban,$488.4 million,http://www.duq.edu
143,George Mason University,#143,"George Mason University is a public institution that was founded in 1972. It has a total undergraduate enrollment of 26,662, its setting is suburban, and the campus size is 817 acres. It utilizes a semester-based academic calendar. George Mason University's ranking in the 2021 edition of Best Colleges is National Universities, #143. Its in-state tuition and fees are $13,014; out-of-state tuition and fees are $36,474. George Mason University has three suburban campus locations near the District of Columbia in northern Virginia, as well as an international campus in Songdo, Korea. The school’s Fairfax, Virginia, campus is the hub of undergraduate student life. Students can live in traditional coed residence halls, suites and apartments. The main campus houses more than 6,200 students and 75 percent of freshman students live on campus in one of the residence halls. There are many ways for students to get involved. There are more than three dozen fraternities and sororities, as well as over 500 student clubs and organizations. The Patriot Activities Council plans major events, like Homecoming and Welcome Week. The school's Patriots sports teams are members of the NCAA Division I Atlantic 10 Conference. The university also has a number of graduate schools and programs, including the well-regarded George Mason School of Law.","Public, Coed",1972,None,Semester,Suburban,$99.8 million,https://www2.gmu.edu
144,Samford University,#143,"Samford University is a private institution that was founded in 1841. It has a total undergraduate enrollment of 3,591, its setting is suburban, and the campus size is 212 acres. It utilizes a 4-1-4-based academic calendar. Samford University's ranking in the 2021 edition of Best Colleges is National Universities, #143. Its tuition and fees are $34,198. Samford University is a Christian institution located in Birmingham, Alabama, in the central region of the state. Students at Samford can choose from more than 150 majors, minors and concentrations. Graduate degree programs are offered in the Brock School of Business, the Cumberland School of Law and the Orlean Bullard Beeson School of Education, among others. Class sizes at the private university are small. Students complete a core curriculum that includes courses in communication arts, cultural perspectives and biblical perspectives. Many students at Samford University participate in school traditions, such as the Spring Fling celebration with games and music on the quad, and Step Sing, a popular musical event produced and performed by students. Students can also get involved by exploring dozens of student organizations and by playing or cheering for the Samford University Bulldogs varsity sports teams, which compete in the NCAA Division I Southern Conference. Notable Samford University alumni include actor Tony Hale, who has starred in the television shows ""Arrested Development"" and ""Veep.""","Private, Coed",1841, Baptist,4-1-4,Suburban,$347.1 million +,//www.samford.edu
145,San Diego State University,#143,"San Diego State University is a public institution that was founded in 1897. It has a total undergraduate enrollment of 30,612, its setting is urban, and the campus size is 288 acres. It utilizes a semester-based academic calendar. San Diego State University's ranking in the 2021 edition of Best Colleges is National Universities, #143. Its in-state tuition and fees are $7,720; out-of-state tuition and fees are $19,600.","Public, Coed",1897,None,Semester,Urban,N/A,http://www.sdsu.edu
146,University of Alabama,#143,"University of Alabama is a public institution that was founded in 1831. It has a total undergraduate enrollment of 32,795, its setting is suburban, and the campus size is 1,143 acres. It utilizes a semester-based academic calendar. University of Alabama's ranking in the 2021 edition of Best Colleges is National Universities, #143. Its in-state tuition and fees are $11,620; out-of-state tuition and fees are $31,090. As the flagship campus of the University of Alabama system, the Tuscaloosa campus is often referred to as ""The Capstone."" UA students have more than 500 student organizations to get involved in on campus – and freshmen have to live there, too. There are close to 70 fraternities and sororities in the school's influential Greek system, made up of more than 11,500 students. The Alabama Crimson Tide sports teams are notorious competitors in the NCAA Division I Southeastern Conference, cheered on by an costumed elephant mascot named Big Al. There is also a men's and women's wheelchair basketball program. Students can boat and fish in the nearby Black Warrior River. For a road trip, the city of Birmingham is about 60 miles away. The university has a highly ranked School of Law in Tuscaloosa and School of Medicine in Birmingham. As a research institution, UA offers opportunities for all students to get involved in projects. There is an annual Undergraduate Research and Creative Activity Conference that showcases individual work. Undergraduates can get a leg up on networking, too, through Future Alumni for Tradition and Excellence, or FATE. And speaking of alumni, notable UA graduates include legendary football coach Paul ""Bear"" Bryant, New York Yankees sportscaster Mel Allen and ""Forrest Gump"" author Winston Groom.","Public, Coed",1831,None,Semester,Suburban,$832.8 million +,http://www.ua.edu
147,University of Cincinnati,#143,"University of Cincinnati is a public institution that was founded in 1819. It has a total undergraduate enrollment of 28,376, its setting is urban, and the campus size is 253 acres. It utilizes a semester-based academic calendar. University of Cincinnati's ranking in the 2021 edition of Best Colleges is National Universities, #143. Its in-state tuition and fees are $12,138; out-of-state tuition and fees are $27,472. The University of Cincinnati is a public school that offers hundreds of programs of study, including graduate degrees in business, law and engineering. The university also has several highly ranked fine arts and health master's programs. Located just east of the uptown campus, the UC Academic Health Center is home to four colleges, patient-care facilities and major research laboratories. This center is famed for offering the first nursing bachelor's degrees in 1916 and developing the first live, attenuated polio vaccine in the 1960s. UC students today have much to do in and outside of the classroom. They can explore more than 300 campus organizations, join Greek life or educate themselves in the Racial Awareness Program (RAPP). Student athletes can get involved at the intramural or club sport level or try out for one of the many Cincinnati Bearcats varsity teams, which compete in the NCAA Division I American Athletic Conference. Notable alumni include Joseph Strauss, who designed the Golden Gate Bridge, and Abe Bookman, who invented the Magic 8-Ball toy.","Public, Coed",1819,None,Semester,Urban,$1.4 billion +,http://www.uc.edu
148,University of New Hampshire,#143,"University of New Hampshire is a public institution that was founded in 1866. It has a total undergraduate enrollment of 12,202, its setting is suburban, and the campus size is 2,600 acres. It utilizes a semester-based academic calendar. University of New Hampshire's ranking in the 2021 edition of Best Colleges is National Universities, #143. Its in-state tuition and fees are $18,938; out-of-state tuition and fees are $36,278. The University of New Hampshire is a public institution located in the city of Durham, near the coastline of the state. Students at UNH can choose from more than 100 majors, including graduate studies in the Peter T. Paul College of Business and Economics, the College of Engineering and Physical Sciences, and in the fields of education and law. Even before freshmen undergraduates show up for their first classes, they get a chance to meet their classmates and have some fun through the Pre-Orientation Adventure for Wildcats (PAWs) program. This opportunity allows first year students to camp outdoors and learn from upperclassmen leaders. Once on campus, students can explore more than 200 clubs, join an intramural sports team or eat with friends at one of the dining halls, which often serve locally produced foods. The many UNH Wildcats varsity athletic teams compete in the NCAA Division I within various conferences. Notable UNH alumni include John Irving, who wrote the bestselling novel ""The World According to Garp"" and won an Academy Award for Best Adapted Screenplay of his book ""The Cider House Rules.""","Public, Coed",1866,None,Semester,Suburban,$407.2 million +,http://www.unh.edu
149,University of Texas at Dallas,#143,"University of Texas at Dallas is a public institution that was founded in 1969. It has a total undergraduate enrollment of 20,994, its setting is suburban, and the campus size is 500 acres. It utilizes a semester-based academic calendar. University of Texas at Dallas's ranking in the 2021 edition of Best Colleges is National Universities, #143. Its in-state tuition and fees are $13,992; out-of-state tuition and fees are $38,970.","Public, Coed",1969,None,Semester,Suburban,$558.5 million,https://www.utdallas.edu
150,University of Tulsa,#143,"University of Tulsa is a private institution that was founded in 1894. It has a total undergraduate enrollment of 3,276, its setting is city, and the campus size is 209 acres. It utilizes a semester-based academic calendar. University of Tulsa's ranking in the 2021 edition of Best Colleges is National Universities, #143. Its tuition and fees are $43,490. Students at the University of Tulsa leave with two transcripts: an academic one and a co-curricular one. The CCT, as the latter is known, is a log of all membership in clubs, any leadership positions and any marketable skills a student has gained while in college. To beef up a CCT, students can get involved in more than 200 student clubs and organizations. The school’s Greek system has more than 10 fraternities and sororities. Freshmen and sophomores must live on campus, unless they commute from a parent's home within 20 miles of campus. Students who are at least 21 years old or married may live off campus, too. The Golden Hurricane sports teams are members of the Division I American Athletic Conference, and the school’s mascot is a superhero named Captain Cane. Students can join in Hurricane Thursdays, campus celebrations that alternate between carnivals, concerts and more. The TU campus is two miles away from downtown Tulsa, Oklahoma, a city of about half a million people that is home to performing arts centers, museums, shops and nightclubs. The state capital of Oklahoma City is about 100 miles away. The University of Tulsa is known for its petroleum engineering programs, which are taught in a $16 million facility complete with drilling simulator. Any student, regardless of major, can get involved in research projects as early as freshman year. TU is also home to one of the first college campus mosques in the country, which was built with the help of private funds. Notable TU alumni include Tampa Bay Buccaneers head coach Lovie Smith. Television psychologist Dr. Phil (Phillip McGraw) attended the University of Tulsa before transferring to another school.","Private, Coed",1894,Presbyterian Church (USA),Semester,City,$1.1 billion +,http://utulsa.edu
151,Colorado State University,#153,"Colorado State University is a public institution that was founded in 1870. It has a total undergraduate enrollment of 26,559, its setting is city, and the campus size is 4,773 acres. It utilizes a semester-based academic calendar. Colorado State University's ranking in the 2021 edition of Best Colleges is National Universities, #153. Its in-state tuition and fees are $12,260; out-of-state tuition and fees are $31,540. Colorado State University is located in Fort Collins, a midsize city at the base of the Rocky Mountains, less than an hour north of Denver. Colorado State, also known as CSU, offers more than 150 degrees in eight colleges, with graduate programs in the schools of business, engineering and education and the renowned College of Veterinary Medicine and Biomedical Sciences. CSU is considered one of the leading research universities, and faculty and students work together to explore fields such as atmospheric science, infectious diseases, clean energy technologies and environmental science. Outside the classroom and research lab, students can get involved with the more than 350 campus organizations, including about 35 fraternities and sororities. Student athletes can find sports at the recreational, club and varsity level, with the CSU mascot and colors reflecting the school's past. CSU began as an agricultural school, so the sports teams were called the Aggies and their colors were green and gold to represent farming. The school held onto the colors, but the more than 15 varsity sports teams are now called the Rams. They compete in the NCAA Division I Mountain West Conference.","Public, Coed",1870,None,Semester,City,$391.9 million,http://www.colostate.edu
152,Louisiana State University--Baton Rouge,#153,"Louisiana State University—Baton Rouge is a public institution that was founded in 1860. It has a total undergraduate enrollment of 25,826, its setting is urban, and the campus size is 2,000 acres. It utilizes a semester-based academic calendar. Louisiana State University—Baton Rouge's ranking in the 2021 edition of Best Colleges is National Universities, #153. Its in-state tuition and fees are $11,962; out-of-state tuition and fees are $28,639. Louisiana State University—Baton Rouge, better known as LSU,  is a public school near the Mississippi River, in the southeastern part of the state. Students at LSU can choose from many programs in more than a dozen colleges, with graduate degrees available in the E. J. Ourso College of Business, the College of Engineering, the law school and several other fields. Outside the classroom, LSU students can explore more than 350 student organizations or check out the unique, free facilities nearby, including the 14-acre Hilltop Arboretum or the Louisiana Museum of Natural History. Sports fans can visit the Andonie Museum, which is also free and all about the history of LSU athletics. Student athletes can play at the recreational level or with the LSU Tigers varsity teams, which compete in the NCAA Division I Southeastern Conference. Notable LSU alumni include four-time NBA champion Shaquille O’Neal, and Lyndon Johnson’s vice president, Hubert Humphrey.","Public, Coed",1860,None,Semester,Urban,$563.8 million +,http://www.lsu.edu
153,Michigan Technological University,#153,"Michigan Technological University is a public institution that was founded in 1885. It has a total undergraduate enrollment of 5,764, its setting is rural, and the campus size is 925 acres. It utilizes a semester-based academic calendar. Michigan Technological University's ranking in the 2021 edition of Best Colleges is National Universities, #153. Its in-state tuition and fees are $16,436; out-of-state tuition and fees are $36,738. Michigan Technological University is located in the small town of Houghton on the Keweenaw Peninsula of Lake Superior, about 100 miles north of the Wisconsin border. Students at Michigan Tech can choose from more than 120 undergraduate areas of study, as well as many master's degree programs, including those in the schools of business and engineering. Students at Michigan conduct research, often one-on-one with their professors, and have the opportunity to present what they learned at an undergraduate expo. Enterprise teams, which are groups of students of varying majors who work together to solve real-world problems, also present at the expo. In their free time, Michigan Tech students can participate in more than 200 organizations, Greek life or intramural sports. The university also has many traditions for students to follow, such as the annual Winter Carnival that takes advantage of the area's impressive snowfall with ice sculpture contests, snow volleyball, cross-country ski races and the ""Sno-Ball""dance. Student athletes can try out for the NCAA Division I Michigan Tech Huskies men's hockey team or play for the many other varsity sports teams, which compete in Division II.","Public, Coed",1885,None,Semester,Rural,$113.6 million +,http://www.mtu.edu
154,Oregon State University,#153,"Oregon State University is a public institution that was founded in 1868. It has a total undergraduate enrollment of 26,247, its setting is city, and the campus size is 422 acres. It utilizes a quarter-based academic calendar. Oregon State University's ranking in the 2021 edition of Best Colleges is National Universities, #153. Its in-state tuition and fees are $12,167; out-of-state tuition and fees are $32,357. Oregon State University is located in Corvallis, about 90 minutes south of Portland and an hour drive from the Pacific coast. Undergraduates at Oregon State can explore more than 200 academic programs, and graduate students can choose from more than 100 master's programs, including those in the schools of business, engineering and education. Oregon State, often called OSU, is the state's largest public research university, which specializes in studies of marine sciences, forestry, sustainable food systems and more. Outside the classroom, OSU students can choose from hundreds of clubs to join, several fraternities and sororities to pledge and many events to attend, such as the Battle of the Bands. Student athletes can play at the intramural level or try out for the many Oregon State Beavers varsity sports teams, which compete in the NCAA Division I Pac-12 Conference. Each year, OSU students gather to compete in the historic ""Civil War"" football game against University of Oregon.","Public, Coed",1868,None,Quarter,City,$705.0 million,http://oregonstate.edu
155,Quinnipiac University,#153,"Quinnipiac University is a private institution that was founded in 1929. It has a Suburban setting, and the campus size is 600 acres. It utilizes a semester-based academic calendar. Quinnipiac University's ranking in the 2021 edition of Best Colleges is National Universities, #153. Its tuition and fees are $49,280. Quinnipiac University is located in the quaint New Haven suburb of Hamden, Connecticut, about 90 miles from New York City. Students at Quinnipiac can choose from more than 50 undergraduate programs and more than 20 graduate degrees, including those in the highly ranked physician assistant program and in the schools of business and law. Quinnipiac also has a joint J.D./MBA program that allows students to cut down on one or two semesters of extra classes. Outside the classroom, students can explore about a dozen fraternities and sororities, more than 100 student organizations or the numerous campus events planned by the Student Programming Board. These events include pageants, comedy shows, film series and group trips to New York City and Boston. Student athletes can get involved with intramurals or join the Quinnipiac Bobcats varsity sports teams, which mainly compete in the NCAA Division I Metro Atlantic Athletic Conference. Notable Quinnipiac alumni include William Weldon, former CEO of pharmaceutical giant Johnson & Johnson.","Private, Coed",1929,Undenominational,Semester,Suburban,N/A,//www.qu.edu
156,Rutgers University--Camden,#153,"Rutgers University—Camden is a public institution that was founded in 1926. It has a total undergraduate enrollment of 5,739, its setting is urban, and the campus size is 29 acres. It utilizes a semester-based academic calendar. Rutgers University—Camden's ranking in the 2021 edition of Best Colleges is National Universities, #153. Its in-state tuition and fees are $14,877; out-of-state tuition and fees are $31,113.","Public, Coed",1926,None,Semester,Urban,$47.0 million,https://www.camden.rutgers.edu/
157,University of Alabama at Birmingham,#153,"University of Alabama at Birmingham is a public institution that was founded in 1969. It has a total undergraduate enrollment of 13,836, its setting is urban, and the campus size is 437 acres. It utilizes a semester-based academic calendar. University of Alabama at Birmingham's ranking in the 2021 edition of Best Colleges is National Universities, #153. Its in-state tuition and fees are $10,710; out-of-state tuition and fees are $25,380.","Public, Coed",1969,None,Semester,Urban,$537.3 million +,https://www.uab.edu
158,Belmont University,#160,"Belmont University is a private institution that was founded in 1890. It has a total undergraduate enrollment of 6,808, its setting is urban, and the campus size is 93 acres. It utilizes a semester-based academic calendar. Belmont University's ranking in the 2021 edition of Best Colleges is National Universities, #160. Its tuition and fees are $37,030. Belmont University is a Christian school just two miles southwest of Nashville. Because Belmont students are so close to ""Music City,"" it's no surprise that many of them have focused their studies and activities on the entertainment industry. Students can study in the Curb College of Entertainment & Music Business, participate in the annual Christmas at Belmont concert that's featured on PBS, or even major in songwriting. Belmont, however, isn't all about music. The school offers more than 80 undergraduate degrees and more than 20 graduate programs, including degrees offered by the Jack C. Massey Graduate School of Business. Belmont students must live in university housing until they complete 60 credits, and they can participate in Greek life, student government and many other organizations. Belmont’s sports teams, the Bruins, compete in the NCAA Division I Ohio Valley Conference. Belmont alumni include country musicians Trisha Yearwood, Lee Ann Womack, Brad Paisley and Josh Turner.","Private, Coed",1890,Interdenominational,Semester,Urban,$274.3 million +,//www.Belmont.edu
159,Hofstra University,#160,"Hofstra University is a private institution that was founded in 1935. It has a total undergraduate enrollment of 6,498, its setting is suburban, and the campus size is 244 acres. It utilizes a semester-based academic calendar. Hofstra University's ranking in the 2021 edition of Best Colleges is National Universities, #160. Its tuition and fees are $47,510. With its location on Long Island, New York, Hofstra University puts students in an ideal location to enjoy attractions and secure internships in New York City. In addition to two traditional semesters, the university offers courses during a January term and several summer sessions. Campus residence options include traditional dormitories and Themed Living Communities, which group students by a common interest such as active living and performing arts. There are more than 200 student organizations, including about 20 fraternities and sororities. The Hofstra Pride sports teams compete in the NCAA Division I Colonial Athletic Association, and students can also get involved in club sports including roller hockey and Ultimate Frisbee. The university runs a variety of academic institutes, including the Peter S. Kalikow Center for the Study of the American Presidency, the National Center for Suburban Studies and the Long Island Studies Institute. There are many programs for graduate students, too, offered through university schools including the Frank G. Zarb School of Business, the Maurice Deane School of Law and the School of Education. Notable alumni of Hofstra University include actor Tom McGowan, who has appeared in TV shows including ""Frasier,"" ""Everybody Loves Raymond"" and ""Curb Your Enthusiasm,"" and Alan Colmes, former co-host of ""Hannity and Colmes"" on Fox News Channel.","Private, Coed",1935,None,Semester,Suburban,$633.7 million +,http://www.hofstra.edu
160,Mercer University,#160,"Mercer University is a private institution that was founded in 1833. It has a total undergraduate enrollment of 4,865, its setting is city, and the campus size is 150 acres. It utilizes a semester-based academic calendar. Mercer University's ranking in the 2021 edition of Best Colleges is National Universities, #160. Its tuition and fees are $37,808. Just an hour south of Atlanta, the main campus of Mercer University is located in the slightly quieter city of Macon, Georgia. Mercer offers programs in 12 different colleges and schools, with business being the most popular major. Tradition is important to the Mercer community. For the last 100 years, first-year students have climbed the tower of the tallest campus structure, the Godsey Administration Building, to sign their names on the surface. The Mercer Student Government Association also hosts an annual ceremony to light the school Christmas tree. Students can get involved through more than 100 student organizations, Greek life and athletics. The Mercer Bears sports teams, called the Mercer Baptists until 1924, mainly compete in the NCAA Division I Southern Conference. Graduate students at Mercer can choose from several programs, including those in the School of Medicine or the Eugene W. Stetson School of Business and Economics. Famous Mercer alumni include Nancy Grace of HLN's ""Nancy Grace,"" who graduated from the Walter F. George School of Law.","Private, Coed",1833,None,Semester,City,$376.6 million +,http://www.mercer.edu
161,University at Albany--SUNY,#160,"University at Albany—SUNY is a public institution that was founded in 1844. It has a total undergraduate enrollment of 13,286, its setting is suburban, and the campus size is 610 acres. It utilizes a semester-based academic calendar. University at Albany—SUNY's ranking in the 2021 edition of Best Colleges is National Universities, #160. Its in-state tuition and fees are $10,236; out-of-state tuition and fees are $27,826. The University at Albany, which is part of the State University of New York (SUNY) system, is an institution that offers more than 50 undergraduate majors and about 120 master's programs, including those in the schools of education and business. Many of UAlbany's graduate programs are highly ranked, including criminal justice, social work and specialties offered in the Rockefeller College of Public Affairs and Policy. Ever since the school's early history, students and faculty have embraced Minerva, the Roman goddess of wisdom, as their symbol. Minerva appears on the school seal, and a 7-foot plaster statue of her has stood on campus for more than 100 years. UAlbany students get involved on campus by exploring more than 200 clubs, including several fraternities, sororities and recreational sports teams. Serious student athletes can choose from nearly 20 varsity teams, named the Great Danes, which compete in the NCAA Division I within various conferences. Notable Albany alumni include Harvey Milk, the first openly gay man elected to a major political office in America and the subject of the movie ""Milk,"" starring Sean Penn.","Public, Coed",1844,None,Semester,Suburban,$75.1 million +,http://www.albany.edu
162,University of Arkansas,#160,"University of Arkansas is a public institution that was founded in 1871. It has a total undergraduate enrollment of 23,025, its setting is city, and the campus size is 718 acres. It utilizes a semester-based academic calendar. University of Arkansas's ranking in the 2021 edition of Best Colleges is National Universities, #160. Its in-state tuition and fees are $9,384; out-of-state tuition and fees are $25,872. The University of Arkansas, or U of A, is a public institution located in the city of Fayetteville, in the northwest corner of the state. Students at the University of Arkansas can pursue a bachelor's degree in about 75 fields of study, with graduate degrees available in the Sam M. Walton College of Business, the College of Engineering, the School of Law and other fields. U of A students can get involved on campus through several student organizations and media opportunities, including two radio stations and a student newspaper that's been around for more than a century. The Office of Student Activities at U of A plans several free events for students, including concerts featuring Grammy winners such as John Mayer, and lectures by prominent figures such as former President George H.W. Bush. Students who want to venture off the University of Arkansas campus can visit the nearby Ozark National Forest and Buffalo National River or take a weekend trip to Dallas, Memphis or St. Louis, which are each about 300 miles away. Student athletes can join recreational sports or one of the nearly 20 University of Arkansas Razorbacks varsity teams, which compete in the NCAA Division I Southeastern Conference. Notable U of A past faculty include Bill and Hillary Clinton, who each taught in the law school a few decades before landing in the White House, and famed alumni include Charles Portis, who penned the Western novel ""True Grit.""","Public, Coed",1871,None,Semester,City,$1.2 billion +,http://www.uark.edu
163,University of Central Florida,#160,"University of Central Florida is a public institution that was founded in 1963. It has a total undergraduate enrollment of 59,483, its setting is suburban, and the campus size is 1,415 acres. It utilizes a semester-based academic calendar. University of Central Florida's ranking in the 2021 edition of Best Colleges is National Universities, #160. Its in-state tuition and fees are $6,368; out-of-state tuition and fees are $22,467. The University of Central Florida is, fittingly, a school that's spread across the middle of the state. UCF is based in Orlando and has more than 10 regional campuses in locations including Daytona Beach, Ocala and South Lake. Freshmen at the Orlando campus are not required to live on campus and, because of limited space, those who hope to are encouraged to apply early for housing. There are more than 40 fraternities and sororities in the school's large Greek system, as well as more than 300 other student organizations to consider joining. The UCF Knights compete in the NCAA Division I American Athletic Conference. The University of Central Florida has many programs for graduate students, too, including those through the College of Business Administration, College of Engineering and Computer Science and College of Education. Notable alumni of the University of Central Florida include Cheryl Hines, an actress who starred in HBO's ""Curb Your Enthusiasm""; comedian Daniel Tosh, star of Comedy Central’s ""Tosh.0""; and former soccer player Michelle Akers, a member of the National Soccer Hall of Fame.","Public, Coed",1963,None,Semester,Suburban,$162.8 million +,http://www.ucf.edu
